                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     67,                  1.706,                 1.7362,                 1.7231,                0.25802,                0.35544,                0.26386,                0.09441,                 2.4025,                 2.4602,                 2.3103,             0.00057778,             0.00057778,             0.00057778
                     68,                   1.68,                  1.714,                 1.7115,                0.25145,                0.38091,                0.21887,                0.08364,                 2.4234,                 2.5575,                 2.3139,             0.00056128,             0.00056128,             0.00056128
                     69,                 1.7008,                 1.7352,                 1.7314,                0.36971,                0.36544,                0.27548,                0.09926,                 2.3864,                 2.4711,                 2.2845,             0.00054478,             0.00054478,             0.00054478
                     70,                 1.6987,                 1.7105,                 1.7184,                 0.2438,                0.41942,                0.20958,                0.06577,                 2.5003,                 2.5843,                 2.3871,             0.00052827,             0.00052827,             0.00052827
                     71,                 1.7023,                 1.6999,                 1.7321,                 0.3298,                0.40943,                0.21807,                0.07167,                 2.4394,                 2.5441,                 2.3336,             0.00051177,             0.00051177,             0.00051177
                     72,                 1.6515,                  1.684,                 1.6916,                0.29424,                0.40456,                0.23535,                0.08293,                 2.3985,                 2.4743,                 2.3699,             0.00049527,             0.00049527,             0.00049527
                     73,                 1.6395,                 1.6332,                 1.6814,                 0.3455,                 0.3547,                0.28435,                0.10285,                 2.3865,                 2.4401,                 2.3755,             0.00047876,             0.00047876,             0.00047876
                     74,                  1.651,                  1.652,                 1.7021,                0.37017,                0.33197,                0.24855,                0.09127,                 2.3892,                 2.3971,                 2.3187,             0.00046226,             0.00046226,             0.00046226
                     75,                 1.6378,                 1.6277,                 1.6827,                0.30102,                0.40551,                0.29092,                0.10869,                 2.3751,                  2.393,                 2.3606,             0.00044576,             0.00044576,             0.00044576
                     76,                 1.6421,                 1.6424,                 1.6931,                  0.278,                0.37417,                0.22819,                0.08373,                 2.3636,                 2.4353,                 2.2885,             0.00042925,             0.00042925,             0.00042925
                     77,                 1.5978,                 1.5494,                 1.6539,                0.24367,                0.40551,                0.22041,                0.08177,                 2.3738,                 2.5198,                 2.3403,             0.00041275,             0.00041275,             0.00041275
                     78,                  1.586,                 1.5589,                 1.6491,                0.26712,                0.35098,                0.21872,                0.08321,                 2.3797,                 2.4313,                  2.305,             0.00039625,             0.00039625,             0.00039625
                     79,                   1.58,                 1.5838,                 1.6385,                0.28333,                0.38697,                0.22119,                0.07122,                 2.3886,                 2.4494,                 2.3003,             0.00037974,             0.00037974,             0.00037974
                     80,                 1.5726,                 1.5428,                  1.645,                0.25947,                0.34283,                0.22837,                 0.0774,                 2.4623,                 2.5996,                 2.4014,             0.00036324,             0.00036324,             0.00036324
                     81,                 1.6014,                 1.5739,                 1.6677,                0.29631,                0.38025,                0.28351,                0.10272,                 2.4849,                 2.4577,                 2.4336,             0.00034674,             0.00034674,             0.00034674
                     82,                 1.5373,                 1.4927,                 1.6137,                0.28464,                0.37322,                0.26686,                 0.1005,                 2.4874,                 2.4599,                 2.4658,             0.00033023,             0.00033023,             0.00033023
                     83,                 1.5081,                 1.4457,                 1.5947,                0.24279,                0.40408,                0.23708,                0.08544,                 2.4912,                  2.423,                 2.4535,             0.00031373,             0.00031373,             0.00031373
                     84,                 1.5983,                  1.533,                 1.6334,                0.27728,                0.37892,                0.22406,                0.08253,                 2.5317,                 2.4425,                 2.4327,             0.00029723,             0.00029723,             0.00029723
                     85,                 1.5571,                 1.4482,                 1.6128,                0.27475,                0.44824,                0.24784,                0.08862,                 2.5023,                 2.4201,                 2.4278,             0.00028072,             0.00028072,             0.00028072
